"kda";"posicion"
4,66666666666667;"sup"
15;"sup"
2;"sup"
4;"sup"
11;"sup"
17;"sup"
5;"sup"
2,5;"sup"
11;"sup"
3;"sup"
16;"sup"
5;"sup"
3,5;"sup"
7;"sup"
1;"sup"
11;"sup"
13;"sup"
12;"sup"
5;"sup"
1,4;"sup"
12;"sup"
4,5;"sup"
6;"sup"
11;"sup"
6;"sup"
11;"sup"
10;"sup"
9;"sup"
12;"sup"
7;"sup"
9;"sup"
8;"sup"
4;"sup"
7,5;"sup"
13;"sup"
8,5;"sup"
16;"sup"
11;"sup"
3,75;"sup"
12;"sup"
13;"sup"
7;"sup"
4;"sup"
13;"sup"
7,5;"sup"
1,75;"sup"
3;"sup"
11;"sup"
4;"sup"
3,5;"sup"
6;"sup"
3,5;"sup"
10;"sup"
5;"sup"
10;"sup"
2,66666666666667;"sup"
3;"sup"
2,66666666666667;"top"
8;"top"
2,8;"top"
3;"top"
5;"top"
6;"top"
21;"top"
5,33333333333333;"top"
3;"top"
14;"top"
7,5;"top"
16;"top"
16;"top"
7;"top"
11;"top"
14;"top"
4,33333333333333;"top"
10;"top"
9;"top"
10;"top"
16;"top"
5,5;"top"
12;"top"
11;"top"
5,66666666666667;"top"
3,33333333333333;"top"
5;"top"
4;"top"
1;"top"
6,5;"top"
10;"top"
3;"top"
4,5;"top"
6;"top"
3;"top"
1,6;"top"
4;"top"
10;"top"
13;"top"
2,25;"top"
3;"top"
6;"top"
6,5;"top"
11;"top"
16;"top"
6;"top"
11;"top"
6,5;"top"
6;"top"
4;"top"
4,66666666666667;"top"
11;"top"
6;"top"
8;"top"
10;"top"
5,5;"top"
4;"top"
14;"top"
15;"top"
1,66666666666667;"top"
11;"top"
3,33333333333333;"top"
0,333333333333333;"top"
6;"top"
4;"top"
9;"top"
4;"top"
10;"top"
2,2;"top"
3,66666666666667;"top"
8;"top"
2;"top"
8;"top"
3;"top"
6,5;"top"
3,5;"top"
2,66666666666667;"top"
9;"top"
15;"top"
8,5;"top"
4;"top"
5;"top"
4,33333333333333;"top"
16;"top"
8;"top"
6;"top"
5;"top"
7;"top"
14;"top"
12;"top"
3,4;"top"
13;"top"
9;"top"
3,33333333333333;"top"
3;"top"
14;"top"
6;"top"
10;"top"
5;"top"
15;"top"
4;"top"
5;"top"
13;"top"
12;"top"
8;"top"
7;"top"
6,5;"top"
3;"top"
2,5;"top"
8;"top"
4;"top"
9;"top"
5;"top"
11;"top"
20;"top"
13;"top"
4;"top"
7;"top"
16;"top"
1,16666666666667;"top"
5;"top"
11;"top"
16;"top"
3,33333333333333;"top"
5;"top"
6;"top"
2,5;"top"
14;"top"
2,66666666666667;"top"
0,5;"top"
14;"top"
7;"top"
9,33333333333333;"top"
10;"top"
6;"top"
6;"top"
6;"top"
8;"top"
11;"top"
12;"top"
10;"top"
8;"top"
7;"top"
4;"top"
4;"top"
5;"top"
2,5;"top"
7,5;"top"
3,33333333333333;"top"
3;"top"
8;"top"
7;"top"
6;"top"
1,66666666666667;"top"
15;"top"
13;"top"
5;"top"
4,75;"top"
14;"top"
11;"top"
9;"top"
9;"top"
2,4;"top"
3;"top"
7,5;"top"
8;"top"
5,5;"top"
10;"top"
10;"top"
15;"top"
2,2;"top"
3;"top"
3;"top"
2;"top"
4,33333333333333;"top"
4,5;"top"
4,66666666666667;"top"
1,5;"top"
5;"top"
1,4;"top"
3,75;"top"
5;"top"
12;"top"
4,66666666666667;"top"
0,571428571428571;"top"
7;"top"
8,5;"top"
0,8;"top"
13;"top"
7;"top"
13;"top"
5;"top"
11;"top"
2,66666666666667;"top"
2,33333333333333;"top"
7;"top"
4;"top"
2,33333333333333;"top"
12;"top"
2,66666666666667;"top"
9;"top"
10;"top"
3,5;"top"
4;"top"
9;"top"
2;"top"
7;"top"
2,5;"top"
8;"top"
5,33333333333333;"top"
21;"top"
13;"top"
16;"top"
0,333333333333333;"top"
1,75;"top"
2;"top"
2,5;"top"
13;"top"
7;"top"
12;"top"
4;"top"
11;"top"
3,5;"top"
12;"top"
8;"top"
3,33333333333333;"top"
9;"top"
3;"top"
4;"top"
8;"top"
4;"top"
9;"top"
6;"top"
16;"top"
4,5;"top"
4;"top"
15;"top"
6;"top"
4,5;"top"
9;"top"
11;"top"
5,5;"top"
13;"top"
6;"top"
3,66666666666667;"top"
4,33333333333333;"top"
1,5;"top"
8;"top"
9;"top"
2,66666666666667;"top"
2;"top"
8;"top"
6;"top"
6;"top"
10;"top"
12;"top"
9;"top"
1,5;"top"
7,5;"top"
4,5;"top"
1,66666666666667;"top"
7;"top"
1,25;"top"
1,25;"top"
6;"top"
7;"top"
20;"top"
10;"top"
5;"top"
5;"top"
4,5;"top"
4;"top"
6;"top"
6;"top"
11;"top"
1,25;"top"
8;"top"
2;"top"
4;"top"
2,25;"top"
3,75;"top"
4,33333333333333;"top"
15;"top"
11;"top"
14;"top"
3,5;"top"
6;"top"
4;"top"
7,5;"top"
14;"top"
4;"top"
4;"top"
1,5;"top"
10;"jng"
5;"jng"
3,66666666666667;"jng"
10;"jng"
9;"jng"
9;"jng"
16;"jng"
17;"jng"
10;"jng"
4,5;"jng"
3;"jng"
6,5;"jng"
11;"jng"
3,33333333333333;"jng"
10;"jng"
12;"jng"
6,5;"jng"
9;"jng"
3;"jng"
3;"jng"
8;"jng"
14;"jng"
5,5;"jng"
6,5;"jng"
5,33333333333333;"jng"
5;"jng"
12;"jng"
17;"jng"
10;"jng"
12;"jng"
14;"jng"
4;"jng"
11;"jng"
13;"jng"
7;"jng"
12;"jng"
3,33333333333333;"jng"
15;"jng"
9;"jng"
2;"jng"
4,33333333333333;"jng"
10;"jng"
3,75;"jng"
10;"jng"
4,75;"jng"
6;"jng"
14;"jng"
14;"jng"
18;"jng"
5;"jng"
6,33333333333333;"jng"
10;"jng"
7;"jng"
8;"jng"
19;"jng"
14;"jng"
5,5;"jng"
17;"jng"
13;"jng"
12;"jng"
5,5;"jng"
6;"jng"
10;"jng"
3;"jng"
10;"jng"
3,33333333333333;"jng"
16;"jng"
9;"jng"
13;"jng"
11;"jng"
10;"jng"
10;"jng"
4;"jng"
4,5;"jng"
7,5;"jng"
2,66666666666667;"jng"
3,66666666666667;"jng"
2,66666666666667;"jng"
6,5;"jng"
7,5;"jng"
6;"jng"
5;"jng"
16;"jng"
14;"jng"
3,5;"jng"
16;"jng"
7;"jng"
3;"jng"
7,5;"jng"
13;"jng"
16;"jng"
12;"jng"
11;"jng"
13;"jng"
1,25;"jng"
4,33333333333333;"jng"
11;"jng"
10;"jng"
7;"jng"
5,33333333333333;"jng"
4;"jng"
3;"jng"
9;"jng"
15;"jng"
15;"jng"
7;"jng"
2,75;"jng"
6;"jng"
12;"jng"
17;"jng"
25;"jng"
7;"jng"
6;"jng"
12;"jng"
23;"jng"
3,33333333333333;"jng"
3,66666666666667;"jng"
22;"jng"
19;"jng"
12;"jng"
2,2;"jng"
7;"jng"
3,25;"jng"
2,8;"jng"
15;"jng"
4;"jng"
4;"jng"
3,66666666666667;"jng"
2,66666666666667;"jng"
3,5;"jng"
16;"jng"
10;"jng"
18;"jng"
12;"jng"
4;"jng"
8;"jng"
7;"jng"
11;"jng"
6;"jng"
4,66666666666667;"jng"
4,66666666666667;"jng"
10;"jng"
18;"jng"
13;"jng"
2;"jng"
10;"jng"
5;"jng"
4;"jng"
11;"jng"
6;"jng"
6;"jng"
8;"jng"
9;"jng"
9;"jng"
12;"jng"
6,5;"jng"
10;"jng"
6,66666666666667;"jng"
14;"jng"
10;"jng"
3,33333333333333;"jng"
8;"jng"
9;"jng"
9;"jng"
18;"jng"
15;"jng"
7;"jng"
14;"jng"
5,5;"jng"
5,66666666666667;"jng"
6,5;"jng"
16;"jng"
3;"jng"
5;"jng"
4,66666666666667;"jng"
16;"jng"
17;"jng"
12;"jng"
5;"jng"
4;"jng"
5;"jng"
8;"jng"
11;"jng"
4,33333333333333;"jng"
6;"jng"
9;"jng"
3,75;"jng"
2,8;"jng"
14;"jng"
5,5;"jng"
2;"jng"
5;"jng"
4,5;"jng"
10;"jng"
11;"jng"
7,5;"jng"
1,33333333333333;"jng"
10;"jng"
7;"jng"
3,75;"jng"
11;"jng"
11;"jng"
9;"jng"
5,5;"jng"
10;"jng"
2;"jng"
4;"jng"
4,66666666666667;"jng"
13;"jng"
15;"jng"
7;"jng"
5,33333333333333;"jng"
4;"jng"
7;"jng"
6;"jng"
8;"jng"
1,66666666666667;"jng"
5,33333333333333;"jng"
9;"jng"
2,75;"jng"
19;"jng"
10;"jng"
2;"jng"
17;"jng"
3;"jng"
2;"jng"
11;"jng"
1,375;"jng"
7;"jng"
6;"jng"
3,25;"jng"
4,5;"jng"
13;"jng"
13;"jng"
3;"jng"
1,5;"jng"
18;"jng"
12;"jng"
4,5;"jng"
5,5;"jng"
2,6;"jng"
12;"jng"
2,5;"jng"
19;"jng"
12;"jng"
6,5;"jng"
14;"jng"
14;"jng"
9;"jng"
11;"jng"
3;"jng"
3;"jng"
10;"jng"
7,66666666666667;"jng"
12;"jng"
12;"jng"
2,25;"jng"
5;"jng"
18;"jng"
14;"jng"
12;"jng"
2,8;"jng"
3;"jng"
10;"jng"
5,33333333333333;"jng"
9;"jng"
8,33333333333333;"jng"
22;"jng"
6,5;"jng"
7;"jng"
14;"jng"
11;"jng"
2,5;"jng"
13;"jng"
5;"jng"
3,66666666666667;"jng"
10;"jng"
15;"jng"
3,66666666666667;"jng"
6;"jng"
16;"jng"
3,25;"jng"
2,75;"jng"
3,66666666666667;"jng"
6,5;"jng"
9;"jng"
6,25;"jng"
2,33333333333333;"jng"
9;"jng"
18;"jng"
6;"jng"
2;"jng"
4;"jng"
7;"mid"
6;"mid"
3;"mid"
11;"mid"
13;"mid"
11;"mid"
22;"mid"
18;"mid"
11;"mid"
6,5;"mid"
9;"mid"
7;"mid"
12;"mid"
11;"mid"
14;"mid"
4,66666666666667;"mid"
2;"mid"
5;"mid"
10;"mid"
6;"mid"
7,5;"mid"
8,5;"mid"
5,5;"mid"
15;"mid"
22;"mid"
10;"mid"
10;"mid"
5,5;"mid"
10;"mid"
16;"mid"
11;"mid"
11;"mid"
10;"mid"
13;"mid"
7;"mid"
13;"mid"
13;"mid"
13;"mid"
12;"mid"
5,5;"mid"
2,33333333333333;"mid"
7;"mid"
5;"mid"
7;"mid"
17;"mid"
14;"mid"
15;"mid"
16;"mid"
10;"mid"
10;"mid"
4,5;"mid"
12;"mid"
5;"mid"
7;"mid"
8;"mid"
8;"mid"
1,8;"mid"
6,5;"mid"
8;"mid"
7;"mid"
13;"mid"
5,5;"mid"
10;"mid"
3,5;"mid"
11;"mid"
7;"mid"
6,5;"mid"
11;"mid"
1,75;"mid"
4;"mid"
10;"mid"
12;"mid"
9;"mid"
8;"mid"
7;"mid"
10;"mid"
16;"mid"
1,75;"mid"
13;"mid"
15;"mid"
10;"mid"
5,5;"mid"
8,5;"mid"
4,66666666666667;"mid"
10;"mid"
4;"mid"
2,33333333333333;"mid"
10;"mid"
11;"mid"
10;"mid"
7,5;"mid"
13;"mid"
4;"mid"
7;"mid"
2,16666666666667;"mid"
14;"mid"
6;"mid"
14;"mid"
4,5;"mid"
16;"mid"
13;"mid"
3,33333333333333;"mid"
8;"mid"
12;"mid"
13;"mid"
12;"mid"
8,5;"mid"
3,4;"mid"
3,25;"mid"
2,8;"mid"
5;"mid"
4;"mid"
3;"mid"
4,33333333333333;"mid"
11;"mid"
8;"mid"
8;"mid"
16;"mid"
2,16666666666667;"mid"
3,33333333333333;"mid"
12;"mid"
4;"mid"
18;"mid"
5;"mid"
12;"mid"
16;"mid"
7;"mid"
13;"mid"
3;"mid"
1;"mid"
2,6;"mid"
10;"mid"
11,5;"mid"
9;"mid"
4,66666666666667;"mid"
6,5;"mid"
9;"mid"
5;"mid"
13;"mid"
14;"mid"
5,33333333333333;"mid"
11;"mid"
18;"mid"
3,33333333333333;"mid"
11;"mid"
14;"mid"
4,5;"mid"
10;"mid"
14;"mid"
3;"mid"
2;"mid"
6;"mid"
10;"mid"
9;"mid"
10;"mid"
14;"mid"
5;"mid"
6,66666666666667;"mid"
5;"mid"
4;"mid"
16;"mid"
8;"mid"
2,33333333333333;"mid"
4,66666666666667;"mid"
9;"mid"
14;"mid"
22;"mid"
10;"mid"
8;"mid"
19;"mid"
13;"mid"
10;"mid"
4;"mid"
5,5;"mid"
16;"mid"
3,33333333333333;"mid"
4,5;"mid"
6;"mid"
11;"mid"
9;"mid"
2,57142857142857;"mid"
6;"mid"
7;"mid"
5,66666666666667;"mid"
8;"mid"
2;"mid"
6;"mid"
2,4;"mid"
7,5;"mid"
8;"mid"
11;"mid"
12;"mid"
11;"mid"
1,25;"mid"
11;"mid"
12;"mid"
6;"mid"
14;"mid"
15;"mid"
8;"mid"
10;"mid"
3,5;"mid"
4,5;"mid"
13;"mid"
5;"mid"
1;"mid"
2,66666666666667;"mid"
11;"mid"
10;"mid"
11;"mid"
4,75;"mid"
14;"mid"
16;"mid"
4,5;"mid"
11;"mid"
11;"mid"
3;"mid"
7;"mid"
12;"mid"
5;"mid"
16;"mid"
11;"mid"
3,75;"mid"
18;"mid"
11;"mid"
7;"mid"
11;"mid"
12;"mid"
12;"mid"
11;"mid"
16;"mid"
4;"mid"
11;"mid"
7,5;"mid"
14;"mid"
1;"mid"
8,5;"mid"
17;"mid"
5;"mid"
5;"mid"
12;"mid"
2;"mid"
12;"mid"
17;"mid"
10;"mid"
5,5;"mid"
1,5;"mid"
13;"mid"
5;"mid"
2,5;"mid"
5;"mid"
6,5;"mid"
3,5;"mid"
2,33333333333333;"mid"
2,2;"mid"
10;"mid"
1,75;"mid"
2,5;"mid"
17;"mid"
8;"mid"
13;"mid"
8,5;"mid"
7;"mid"
4,5;"mid"
15;"mid"
5,5;"mid"
4,33333333333333;"mid"
12;"mid"
5,5;"mid"
10;"mid"
4,66666666666667;"mid"
8;"mid"
16;"mid"
18;"mid"
12;"mid"
5,5;"mid"
11;"mid"
11;"mid"
4,33333333333333;"mid"
12;"mid"
6;"mid"
16;"mid"
7,5;"mid"
20;"mid"
16;"mid"
3;"mid"
7;"mid"
5,5;"mid"
8;"mid"
6;"mid"
9;"mid"
2,5;"mid"
6;"mid"
7,5;"adc"
7;"adc"
5;"adc"
8;"adc"
13;"adc"
9;"adc"
4,5;"adc"
8;"adc"
11;"adc"
16;"adc"
3,25;"adc"
4,25;"adc"
12;"adc"
11;"adc"
9;"adc"
4,33333333333333;"adc"
11;"adc"
1,66666666666667;"adc"
2,33333333333333;"adc"
4,5;"adc"
15;"adc"
5,33333333333333;"adc"
7,5;"adc"
12;"adc"
11;"adc"
14;"adc"
9;"adc"
4;"adc"
9;"adc"
5,66666666666667;"adc"
10;"adc"
12;"adc"
10;"adc"
9;"adc"
6;"adc"
12;"adc"
12;"adc"
10;"adc"
10;"adc"
15;"adc"
6;"adc"
9;"adc"
18;"adc"
12;"adc"
9;"adc"
11;"adc"
15;"adc"
4,66666666666667;"adc"
9;"adc"
10;"adc"
6,5;"adc"
8;"adc"
5;"adc"
5;"adc"
14;"adc"
15;"adc"
2,625;"adc"
14;"adc"
9;"adc"
11;"adc"
12;"adc"
12;"adc"
9;"adc"
17;"adc"
3;"adc"
10;"adc"
14;"adc"
13;"adc"
14;"adc"
6,5;"adc"
15;"adc"
10;"adc"
8;"adc"
8;"adc"
12;"adc"
9;"adc"
6,5;"adc"
10;"adc"
7,5;"adc"
17;"adc"
8;"adc"
10;"adc"
7,5;"adc"
9,5;"adc"
7;"adc"
6;"adc"
7,5;"adc"
5;"adc"
6;"adc"
15;"adc"
5,66666666666667;"adc"
14;"adc"
15;"adc"
17;"adc"
4,5;"adc"
13;"adc"
11;"adc"
6;"adc"
9;"adc"
8;"adc"
14;"adc"
10;"adc"
12;"adc"
6,5;"adc"
15;"adc"
5,66666666666667;"adc"
8,5;"adc"
3,8;"adc"
8;"adc"
6;"adc"
23;"adc"
10;"adc"
3;"adc"
6,5;"adc"
22;"adc"
12;"adc"
10;"adc"
18;"adc"
7;"adc"
7;"adc"
4;"adc"
1,66666666666667;"adc"
6,5;"adc"
6;"adc"
16;"adc"
14;"adc"
11;"adc"
10;"adc"
2;"adc"
6;"adc"
16;"adc"
10;"adc"
20;"adc"
6,5;"adc"
6,5;"adc"
7,33333333333333;"adc"
6;"adc"
12;"adc"
7;"adc"
13;"adc"
19;"adc"
9;"adc"
14;"adc"
8;"adc"
11;"adc"
6;"adc"
10;"adc"
11;"adc"
7;"adc"
9;"adc"
7;"adc"
6;"adc"
14;"adc"
7;"adc"
14;"adc"
16;"adc"
9;"adc"
18;"adc"
10;"adc"
12;"adc"
11;"adc"
8;"adc"
10;"adc"
14;"adc"
2,5;"adc"
13;"adc"
19;"adc"
3,66666666666667;"adc"
13;"adc"
19;"adc"
14;"adc"
14;"adc"
9;"adc"
17;"adc"
15;"adc"
5;"adc"
10,5;"adc"
6;"adc"
5;"adc"
7;"adc"
8;"adc"
10;"adc"
7,5;"adc"
2,75;"adc"
10;"adc"
8;"adc"
2,4;"adc"
3,33333333333333;"adc"
9;"adc"
7;"adc"
8;"adc"
8;"adc"
3,66666666666667;"adc"
5;"adc"
10;"adc"
11;"adc"
8;"adc"
3;"adc"
13;"adc"
7,5;"adc"
11;"adc"
8;"adc"
12;"adc"
10;"adc"
8;"adc"
7;"adc"
8;"adc"
12;"adc"
7;"adc"
9;"adc"
16;"adc"
18;"adc"
8;"adc"
7;"adc"
11;"adc"
14;"adc"
6;"adc"
5;"adc"
11;"adc"
9;"adc"
8;"adc"
7;"adc"
4;"adc"
11;"adc"
7;"adc"
17;"adc"
12;"adc"
2,16666666666667;"adc"
12;"adc"
9;"adc"
15;"adc"
8;"adc"
3,66666666666667;"adc"
8;"adc"
12;"adc"
7;"adc"
14;"adc"
5,66666666666667;"adc"
10;"adc"
12;"adc"
7;"adc"
8;"adc"
5,5;"adc"
9,5;"adc"
4;"adc"
12;"adc"
7;"adc"
11;"adc"
9;"adc"
10;"adc"
8;"adc"
4,5;"adc"
10;"adc"
7,33333333333333;"adc"
6;"adc"
8;"adc"
10;"adc"
2,75;"adc"
5,5;"adc"
11;"adc"
11;"adc"
2;"adc"
3;"adc"
8;"adc"
8;"adc"
2,5;"adc"
22;"adc"
19;"adc"
13;"adc"
6;"adc"
12;"adc"
13;"adc"
10;"adc"
13;"adc"
13;"adc"
12;"adc"
6;"adc"
12;"adc"
7;"adc"
12;"adc"
18;"adc"
6,5;"adc"
5;"adc"
6,33333333333333;"adc"
15;"adc"
10;"adc"
12;"adc"
3;"adc"
16;"adc"
18;"adc"
7;"adc"
2,5;"adc"
7;"adc"
7;"sup"
5;"sup"
4;"sup"
9;"sup"
13;"sup"
5;"sup"
2,33333333333333;"sup"
17;"sup"
11;"sup"
3,25;"sup"
7;"sup"
16;"sup"
9;"sup"
4,5;"sup"
16;"sup"
2,25;"sup"
4;"sup"
1,5;"sup"
7;"sup"
4;"sup"
4,5;"sup"
14;"sup"
4,33333333333333;"sup"
13;"sup"
5,33333333333333;"sup"
11;"sup"
7;"sup"
3,25;"sup"
6;"sup"
1,33333333333333;"sup"
4;"sup"
6;"sup"
3,5;"sup"
2;"sup"
7;"sup"
2,66666666666667;"sup"
10;"sup"
20;"sup"
3;"sup"
4,66666666666667;"sup"
2,5;"sup"
10;"sup"
5,66666666666667;"sup"
11;"sup"
20;"sup"
12;"sup"
7,5;"sup"
3,66666666666667;"sup"
3,5;"sup"
9;"sup"
4;"sup"
9;"sup"
2;"sup"
1,33333333333333;"sup"
4,66666666666667;"sup"
3,66666666666667;"sup"
6;"sup"
9;"sup"
3;"sup"
12;"sup"
4,33333333333333;"sup"
11;"sup"
11;"sup"
11;"sup"
6;"sup"
11;"sup"
2,2;"sup"
3,33333333333333;"sup"
6;"sup"
6;"sup"
5;"sup"
12;"sup"
8;"sup"
9;"sup"
6,5;"sup"
4;"sup"
3,66666666666667;"sup"
5,5;"sup"
3,75;"sup"
6,5;"sup"
8;"sup"
11;"sup"
20;"sup"
7;"sup"
4;"sup"
3,66666666666667;"sup"
7,5;"sup"
5;"sup"
7;"sup"
5,5;"sup"
3;"sup"
15;"sup"
3,33333333333333;"sup"
2;"sup"
12;"sup"
6,5;"sup"
12;"sup"
9;"sup"
9;"sup"
11;"sup"
3;"sup"
10;"sup"
12;"sup"
6;"sup"
16;"sup"
6,33333333333333;"sup"
17;"sup"
5,33333333333333;"sup"
7,5;"sup"
4,25;"sup"
6,5;"sup"
10;"sup"
5;"sup"
2,33333333333333;"sup"
21;"sup"
2,5;"sup"
4;"sup"
7,33333333333333;"sup"
2,57142857142857;"sup"
2,5;"sup"
8;"sup"
4;"sup"
5;"sup"
1,8;"sup"
6,5;"sup"
16;"sup"
5;"sup"
3,33333333333333;"sup"
4;"sup"
5;"sup"
2,75;"sup"
3;"sup"
11;"sup"
14;"sup"
6;"sup"
2,57142857142857;"sup"
2,5;"sup"
8;"sup"
3;"sup"
18;"sup"
3;"sup"
12;"sup"
20;"sup"
11;"sup"
12;"sup"
6;"sup"
6;"sup"
3,5;"sup"
14;"sup"
6;"sup"
7,5;"sup"
4,5;"sup"
8;"sup"
9;"sup"
6;"sup"
8;"sup"
4;"sup"
22;"sup"
8;"sup"
11;"sup"
18;"sup"
4;"sup"
1,83333333333333;"sup"
7;"sup"
2,4;"sup"
15;"sup"
6;"sup"
14;"sup"
2,5;"sup"
7,5;"sup"
1,5;"sup"
7;"sup"
2,25;"sup"
8;"sup"
5,5;"sup"
7,5;"sup"
4,25;"sup"
9;"sup"
2;"sup"
2;"sup"
3,6;"sup"
7;"sup"
2,4;"sup"
2;"sup"
2;"sup"
7;"sup"
2;"sup"
15;"sup"
16;"sup"
9;"sup"
9;"sup"
9;"sup"
8;"sup"
1,6;"sup"
11;"sup"
3,25;"sup"
10;"sup"
13;"sup"
13;"sup"
20;"sup"
11;"sup"
4;"sup"
10;"sup"
2,66666666666667;"sup"
7;"sup"
2,5;"sup"
5,5;"sup"
14;"sup"
9;"sup"
14;"sup"
5,66666666666667;"sup"
11;"sup"
17;"sup"
0,428571428571429;"sup"
5;"sup"
11;"sup"
2,66666666666667;"sup"
10;"sup"
5;"sup"
13;"sup"
5;"sup"
9;"sup"
2,16666666666667;"sup"
3,66666666666667;"sup"
6;"sup"
11;"sup"
10;"sup"
2,6;"sup"
10;"sup"
11;"sup"
16;"sup"
6;"sup"
13;"sup"
18;"sup"
14;"sup"
1,5;"sup"
3,25;"sup"
14;"sup"
1;"sup"
7;"sup"
3,5;"sup"
2;"sup"
6;"sup"
23;"sup"
12;"sup"
12;"sup"
3,66666666666667;"sup"
14;"sup"
9;"sup"
4;"sup"
8;"sup"
14;"sup"
5;"sup"
8;"sup"
10;"sup"
9;"sup"
4,5;"sup"
3,66666666666667;"sup"
19;"sup"
4;"sup"
6;"sup"
2,6;"sup"
5;"sup"
9;"sup"
17;"sup"
10;"sup"
19;"sup"
18;"sup"
6,5;"sup"
11;"sup"
16;"sup"
13;"sup"
19;"sup"
18;"sup"
17;"sup"
4;"sup"
11;"sup"
4,33333333333333;"sup"
1,83333333333333;"sup"
11;"sup"
13;"sup"
12;"sup"
10;"sup"
9;"sup"
12;"sup"
2,33333333333333;"sup"
10,5;"sup"
6;"sup"
18;"sup"
15;"sup"
1,5;"sup"
7;"sup"
8;"sup"
